,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
KRONOS,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EON,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,MOONDRAGON/HEATHER D,POWER PRINCESS/ZARDA,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,TANAKA KENJIRO,LADY LARK/LINDA LEWI,RUNNER,DR. SPECTRUM/JOSEPH ,QUASAR III/WENDELL V,SHAPE,HALFLIFE,ATLAS,MINERVA [KREE],REJECT/RAN-SAK [DEVI,KRO [DEVIANT],WONDER MAN/SIMON WIL,MASTER ELO,TUTINAX,BLOOD BROTHERS,HYPERION,HAYWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR. SPECTRUM/JOSEPH ,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,HYPERION,POWER PRINCESS/ZARDA,STRANGER,LADY LARK/LINDA LEWI,STARDUST/T'URIN G'AR,DIAMONDHEAD/DYKER,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,RUNNER,HAYWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANAKA KENJIRO,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,HYPERION,POWER PRINCESS/ZARDA,STRANGER,LADY LARK/LINDA LEWI,ROCKET RACCOON,JACK OF HEARTS/JACK ,KRAKOA,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,HALFLIFE,ATLAS,USAGENT/CAPTAIN JOHN,MEGGAN,NIGHTCRAWLER/KURT WA,REJECT/RAN-SAK [DEVI,KRO [DEVIANT],WONDER MAN/SIMON WIL,MASTER ELO,TUTINAX,HAYWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LADY LARK/LINDA LEWI,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,STRANGER,JAKAR,POWER PRINCESS/ZARDA,SHANGA,CHARM,TRUTH,BEAUTY,HYPERION,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARFIELD MURRAY,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAPE,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,STRANGER,JAKAR,POWER PRINCESS/ZARDA,SHANGA,CHARM,TRUTH,BEAUTY,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,RUNNER,HYPERION,HAYWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYPERION,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,SHAPE,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,STRANGER,JAKAR,POWER PRINCESS/ZARDA,SHANGA,CHARM,TRUTH,BEAUTY,HAYWIRE/,STARDUST/T'URIN G'AR,SERGEI,DIAMONDHEAD/DYKER,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,RUNNER,CAPTAIN MARVEL II/MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERGEI,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,SHAPE,HYPERION,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,STRANGER,JAKAR,POWER PRINCESS/ZARDA,SHANGA,CHARM,TRUTH,BEAUTY,HAYWIRE/,STARDUST/T'URIN G'AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAELSTROM/MALCOLM ST,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,SHAPE,HYPERION,SERGEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACK OF HEARTS/JACK ,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,SHAPE,HYPERION,SERGEI,MAELSTROM/MALCOLM ST,POWER PRINCESS/ZARDA,OVERMIND/GROM,STRANGER,ROCKET RACCOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWER PRINCESS/ZARDA,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,KRONOS,LORD CHAOS,BALLANTINE KAYLA,EON,QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,DR. SPECTRUM/JOSEPH ,TANAKA KENJIRO,LADY LARK/LINDA LEWI,GARFIELD MURRAY,SHAPE,HYPERION,SERGEI,MAELSTROM/MALCOLM ST,JACK OF HEARTS/JACK ,RED GUARDIAN III/DR.,DRAGONFLY/VERONICA D,OVERMIND/GROM,4-D MAN/MERCURIO,BI-BEAST II,EGO-PRIME,STRANGER,JAKAR,HAYWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LACOSTE RAE,RHODES MR.,LOCOMOTIVE BREATH/LA,GUNSHIP/CARY ROUNTRE,JOSEPH SHEVA,IRON MAN IV/JAMES R.,MANTONE JORGE,SANCTION/AARON,SEGAR OWEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODES MR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCOMOTIVE BREATH/LA,RHODES MR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUNSHIP/CARY ROUNTRE,RHODES MR.,LOCOMOTIVE BREATH/LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSEPH SHEVA,RHODES MR.,LOCOMOTIVE BREATH/LA,GUNSHIP/CARY ROUNTRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTONE JORGE,RHODES MR.,LOCOMOTIVE BREATH/LA,GUNSHIP/CARY ROUNTRE,JOSEPH SHEVA,IRON MAN IV/JAMES R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANCTION/AARON,RHODES MR.,LOCOMOTIVE BREATH/LA,GUNSHIP/CARY ROUNTRE,JOSEPH SHEVA,IRON MAN IV/JAMES R.,MANTONE JORGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGAR OWEN,RHODES MR.,LOCOMOTIVE BREATH/LA,GUNSHIP/CARY ROUNTRE,JOSEPH SHEVA,IRON MAN IV/JAMES R.,MANTONE JORGE,SANCTION/AARON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAGONFLY/VERONICA D,MOONDRAGON/HEATHER D,EON,STRANGER,4-D MAN/MERCURIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVERMIND/GROM,DRAGONFLY/VERONICA D,HYPERION,POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,EON,STRANGER,4-D MAN/MERCURIO,LADY LARK/LINDA LEWI,STARDUST/T'URIN G'AR,DIAMONDHEAD/DYKER,WHIZZER II/STANLEY S,MAKKARI/MIKE KHARY/I,BI-BEAST II,HAYWIRE/,BALLANTINE KAYLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-D MAN/MERCURIO,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,MOONDRAGON/HEATHER D,EON,STRANGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI-BEAST II,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,MOONDRAGON/HEATHER D,EON,STRANGER,ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,LADY LARK/LINDA LEWI,STARDUST/T'URIN G'AR,QUASAR III/WENDELL V,DIAMONDHEAD/DYKER,HYPERION,WHIZZER II/STANLEY S,MAKKARI/MIKE KHARY/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGO-PRIME,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,HYPERION,POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,STRANGER,LADY LARK/LINDA LEWI,ROCKET RACCOON,MAKKARI/MIKE KHARY/I,JACK OF HEARTS/JACK ,KRAKOA,WHIZZER II/STANLEY S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRANGER,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,HYPERION,POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,ARCANNA/ARCANNA JONE,EON,SILVER SURFER/NORRIN,SHALLA BAL II,MIDNIGHT/M'NAI,CONTEMPLATOR/TATH KI,SUPREME INTELLIGENCE,REPTYL,EMPRESS S'BYLL [SKRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAKAR,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHANGA,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARM,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,SHANGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUTH,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,SHANGA,CHARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAUTY,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,SHANGA,CHARM,TRUTH,QUASAR III/WENDELL V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAYWIRE/,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,SHANGA,CHARM,TRUTH,QUASAR III/WENDELL V,BEAUTY,LADY LARK/LINDA LEWI,MOONDRAGON/HEATHER D,WHIZZER II/STANLEY S,SHAPE,HYPERION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARDUST/T'URIN G'AR,DRAGONFLY/VERONICA D,OVERMIND/GROM,BALLANTINE KAYLA,4-D MAN/MERCURIO,BI-BEAST II,RED GUARDIAN III/DR.,EGO-PRIME,TANAKA KENJIRO,MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,STRANGER,JAKAR,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,SHANGA,CHARM,TRUTH,QUASAR III/WENDELL V,BEAUTY,LADY LARK/LINDA LEWI,MOONDRAGON/HEATHER D,WHIZZER II/STANLEY S,SHAPE,HAYWIRE/,EON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKET RACCOON,HYPERION,POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,OVERMIND/GROM,BALLANTINE KAYLA,STRANGER,LADY LARK/LINDA LEWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAKOA,HYPERION,POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,OVERMIND/GROM,BALLANTINE KAYLA,STRANGER,LADY LARK/LINDA LEWI,ROCKET RACCOON,MAKKARI/MIKE KHARY/I,JACK OF HEARTS/JACK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN FOR,MOONDRAGON/HEATHER D,EON,STRANGER,4-D MAN/MERCURIO,DRAGONFLY/VERONICA D,ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,LADY LARK/LINDA LEWI,STARDUST/T'URIN G'AR,QUASAR III/WENDELL V,DIAMONDHEAD/DYKER,HYPERION,WHIZZER II/STANLEY S,MAKKARI/MIKE KHARY/I,BI-BEAST II,DR. SPECTRUM/JOSEPH ,OVERMIND/GROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMONDHEAD/DYKER,MOONDRAGON/HEATHER D,EON,STRANGER,4-D MAN/MERCURIO,DRAGONFLY/VERONICA D,ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,LADY LARK/LINDA LEWI,STARDUST/T'URIN G'AR,QUASAR III/WENDELL V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLASH/BARRY ALLEN/BU,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPER SABRE/MARTIN F,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHIZZER III/JAMES SA,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNNER,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,TANAKA KENJIRO,LADY LARK/LINDA LEWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN MARVEL II/MO,POWER PRINCESS/ZARDA,ARCANNA/ARCANNA JONE,FLASH/BARRY ALLEN/BU,QUICKSILVER/PIETRO M,SUPER SABRE/MARTIN F,BLACK RACER/,WHIZZER III/JAMES SA,TANAKA KENJIRO,LADY LARK/LINDA LEWI,RUNNER,DR. SPECTRUM/JOSEPH ,BALLANTINE KAYLA,QUASAR III/WENDELL V,SHAPE,WHIZZER II/STANLEY S,MAKKARI/MIKE KHARY/I,EON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALFLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLAS,HALFLIFE,QUASAR III/WENDELL V,BALLANTINE KAYLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINERVA [KREE],HALFLIFE,QUASAR III/WENDELL V,BALLANTINE KAYLA,ATLAS,TANAKA KENJIRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN BRITAIN/BRIA,QUASAR III/WENDELL V,USAGENT/CAPTAIN JOHN,MEGGAN,NIGHTCRAWLER/KURT WA,TANAKA KENJIRO,BALLANTINE KAYLA,MAKKARI/MIKE KHARY/I,WIDGET,MOONDRAGON/HEATHER D,MODRED THE MYSTIC,WONDER MAN/SIMON WIL,PHOENIX III/RACHEL S,CAPTAIN AMERICA,RED SKULL/JOHANN SCH,HUNTER LANCE,DR. SYNNE,PSYLOCKE/ELISABETH B,BRADDOCK JAMES JR. ,LOCKHEED,KNIGHT ERRANT/MATSON,ICON/DR. U'MBAYA A'K,THOMAS COMMANDER DA,IRON MAN IV/JAMES R.,BLACK PANTHER/T'CHAL,CERISE II [SHI'AR],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USAGENT/CAPTAIN JOHN,QUASAR III/WENDELL V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGGAN,QUASAR III/WENDELL V,USAGENT/CAPTAIN JOHN,LOCKHEED,KNIGHT ERRANT/MATSON,ICON/DR. U'MBAYA A'K,NIGHTCRAWLER/KURT WA,THOMAS COMMANDER DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
